Launch Date and Time (UTC),Launch Date Only (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Nation of Ownership,Official Payload Name,Manufacturer's Payload Name,Inclination degrees,COSPAR,Launch Designator ,SATCAT ID,SATCAT ID w/o success code or leading zeros,LV S/N,Site,Ref,International Designator,Decay Date,Orbital Period minutes,Apogee Altitude kilometers,Perigee Altitude kilometers,Radar Cross Section meters2
1993 Aug 10 2223:45,8/10/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,CIS,Progress M-19,Progress 7K-TGM No. 219,51.6,1993-052A,1993-052,S22745,22745,N 15000-634,GIK-5    LC1,NK9807-46,1993-052A,10/13/1993,92.4,397,389,10.54
1993 Aug 24 1045:00,8/24/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Resurs-F,Resurs-F1 14F43 No. 56,82.6,1993-053A,1993-053,S22777,22777,78012  -155,GNIIPV   LC16/2,NK95-20-29,1993-053A,9/10/1993,89.1,232,226,7.52
1993 Aug 30 1238:00,8/30/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-13,Navstar GPS SVN 35,55.5,1993-054A,1993-054,S22779,22779,D222,CC       LC17B,Wire,1993-054A,,718,20456,19911,3.9652
1993 Aug 31 0440:00,8/31/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,S,CIS,Meteor-2,Meteor-2 No. 24,82.6,1993-055A,1993-055,S22782,22782,-,GNIIPV   LC32/1,AVMP,1993-055A,,104.1,968,933,4.648
1993 Dec  2 0927:00,12/2/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Endeavour (STS-61),OV-105,28.5,1993-075A,1993-075,S22917,22917,STS-61,KSC      LC39B,STSJSC,1993-075A,12/13/1993,96.6,600,592,N/A
1993 Dec  8 0048:00,12/8/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,NATO,NATO 4B,NATO 4B,11.6,1993-076A,1993-076,S22921,22921,D224,CC       LC17A,Wire,1993-076A,,1436,35795,35775,14.1741
1993 Dec 16 0040:02,12/16/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas IIAS,S,US,Telstar 401,Telstar 401,14,1993-077A,1993-077,S22927,22927,AC-108,CC       LC36B,Wire,1993-077A,,1436.3,35831,35751,21.9533
1993 Dec 18 0127:00,12/18/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,US,DirecTV 1,DBS 1,5.3,1993-078A,1993-078,S22930,22930,V62 L434a,CSG      ELA2,CNES32,1993-078A,,1454.8,36195,36108,12.1006
1993 Dec 22 2037:16,12/22/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1T,Molniya-1T,61.6,1993-079A,1993-079,S22949,22949,78024  -658,GNIIPV   LC43/3,AVMP,1993-079A,,718.7,39989,409,7.9433
1993 Feb  3 0255:00,2/3/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-9,Navstar GPS SVN 22,55.3,1993-007A,1993-007,S22446,22446,D218,CC       LC17A,SN930208-,1993-007A,,765.6,21408,21279,2.5118
1993 Feb  9 0256:56,2/9/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2233,Parus,82.9,1993-008A,1993-008,S22487,22487,47178-428,GNIIPV   LC133/3,NK9910-34,1993-008A,,104.7,1007,951,2.0732
1993 Feb  9 1430:34,2/9/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Pegasus,S,US,Orbcomm CDS-1,Orbcomm OXP-1,25,1993-009A,1993-009,S22489,22489,003/F3,"NB-52 008,KSC RW15/33  -> MFWA",Wire,1993-009A,,99.7,772,714,1.9179
1993 Feb 17 2009:47,2/17/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Kosmos-2234,Uragan No. 73L,64.1,1993-010A,1993-010,S22512,22512,362-01,GIK-5    LC81/23,NK9810-25,1993-010A,,675.7,19180,19079,2.189
1993 Feb 20 0220,2/20/1993,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-3S-II,S,JPN,Asuka,ASTRO-D,31.1,1993-011A,1993-011,S22521,22521,M-3S2-7,KASC     M1,JCM,1993-011A,3/2/2001,87.3,144,136,5.6368
1993 Feb 21 1832:33,2/21/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Progress M-16,Progress 7K-TGM No. 216,51.6,1993-012A,1993-012,S22530,22530,U 15000-068,GIK-5    LC1,NK9807-46,1993-012A,3/27/1993,92.5,396,394,179.59
1993 Jan 12 1110:17,1/12/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2230,Tsikada,82.9,1993-001A,1993-001,S22307,22307,53778-426,GNIIPV   LC133/3,AVMP,1993-001A,,104.8,1005,969,1.5474
1993 Jan 13 0149:00,1/13/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1,Molniya-1T No. 78,62,1993-002A,1993-002,S22309,22309,78012  -643,GNIIPV   LC43/4,AVMP,1993-002A,11/15/2005,91.4,617,66,18.8271
1993 Jan 13 1359:30,1/13/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Endeavour (STS-54),OV-105,28.5,1993-003A,1993-003,S22313,22313,STS-54,KSC      LC39B,STSJSC,1993-003A,1/19/1993,90.6,312,294,43
1993 Jan 19 1449:01,1/19/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Kosmos-2231,Kobal't No. 537,67.1,1993-004A,1993-004,S22317,22317,77017  -979,GNIIPV   LC43/3,AVMP,1993-004A,3/25/1993,89.2,303,165,12.05
1993 Jan 24 0558:05,1/24/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Soyuz TM-16,Soyuz 7K-STM No. 101,51.6,1993-005A,1993-005,S22319,22319,U 15000-060,GIK-5    LC1,NK0204-71,1993-005A,7/22/1993,92.4,394,388,0.31
1993 Jan 26 1555:26,1/26/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Kosmos-2232,Oko,67.6,1993-006A,1993-006,S22321,22321,78023  -609,GNIIPV   LC16/2,NK9715-48,1993-006A,,717.2,36089,4240,21.6071
1993 Jul  1 1432:58,7/1/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Soyuz TM-17,Soyuz 7K-STM No. 66,51.6,1993-043A,1993-043,S22704,22704,N 15000-070,GIK-5    LC1,NK0204-71,1993-043A,1/14/1994,92.3,392,385,0.31
1993 Jul  7 0715:00,7/7/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,CIS,Kosmos-2258,US-PM,65,1993-044A,1993-044,S22709,22709,51032-305,GIK-5    LC90/20,AVMP,1993-044A,6/8/1995,87.3,151,128,27.8711
1993 Jul 14 1640:00,7/14/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Kosmos-2259,Kobal't No. 535,67.1,1993-045A,1993-045,S22716,22716,76024  -994,GNIIPV   LC43/3,WSL,1993-045A,7/25/1993,89.5,322,173,N/A
1993 Jul 19 2204:02,7/19/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas II,S,US,USA 93,DSCS III B-9,,1993-046A,1993-046,S22719,22719,AC-104,CC       LC36A,SN930726-9,1993-046A,,,,,N/A    NEA
1993 Jul 22 0845:00,7/22/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Kosmos-2260,Oblik No. 831 (Resurs-T),82.3,1993-047A,1993-047,S22721,22721,76024  -269,GNIIPV   LC43/3,NK96-26-40,1993-047A,8/5/1993,89.8,292,241,5.81
1993 Jul 22 2258:55,7/22/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,SPN,Hispasat 1B,Hispasat 1B,9.8,1993-048A,1993-048,S22723,22723,V58 L429c,CSG      ELA2,CNES32,1993-048A,,1444.1,35956,35930,8.2897
1993 Jun 16 0417:00,6/16/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2251,Strela-2M,74,1993-036A,1993-036,S22675,22675,47135-601,GNIIPV   LC132/1,NK9317-20,1993-036A,,100.5,801,766,1.4401
1993 Jun 21 1307:22,6/21/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Endeavour (STS-57),OV-105,28.5,1993-037A,1993-037,S22684,22684,STS-57,KSC      LC39B,STSJSC,1993-037A,7/1/1993,93.2,472,391,N/A
1993 Jun 24 0412:41,6/24/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,S,CIS,Kosmos-2252,Strela-3,82.6,1993-038A,1993-038,S22687,22687,-,GNIIPV   LC32/1,AVMP,1993-038A,,114,1415,1404,1.0402
1993 Jun 25 0018:00,6/25/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 42P,S,US,Galaxy 4H,Galaxy IVH,13.4,1993-039A,1993-039,S22694,22694,V57 L430b,CSG      ELA2,CNES32,1993-039A,,1436,35825,35745,4.6912
1993 Jun 25 0820:00,6/25/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Resurs-F,Resurs-F1 14F43 No. 57,82.6,1993-040A,1993-040,S22696,22696,76024  -156,GNIIPV   LC16/2,NK95-20-29,1993-040A,7/12/1993,89,232,220,N/A
1993 Jun 25 2330,6/25/1993,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Scout G-1,S,US,RADCAL,RADCAL,89.5,1993-041A,1993-041,S22698,22698,S217C,V        SLC5,Wire,1993-041A,,101.2,879,750,0.5767
1993 Jun 26 1327:00,6/26/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-12,Navstar GPS SVN 39,56.1,1993-042A,1993-042,S22700,22700,D221,CC       LC17A,Wire,1993-042A,,718,20631,19732,3.313
1993 Mar 25 0228:00,3/25/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Raduga,Gran' No. 42L,14.4,1993-013A,1993-013,S22557,22557,358-01,GIK-5    LC81/23,NK9810-25,1993-013A,,1437.1,35823,35790,10.0237
1993 Mar 25 1315:27,3/25/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Start-1,S,CIS,EKA-1,EKA-1,75.8,1993-014A,1993-014,S22561,22561,-,GNIIP    LC158,AVMP,1993-014A,,101.3,960,680,2.3995
1993 Mar 25 2138:02,3/25/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas I,S,US,UHF F/O F1,UFO F1,17.6,1993-015A,1993-015,S22563,22563,AC-74,CC       LC36B,Wire,1993-015A,,1450.8,36099,36050,8.4474
1993 Mar 26 0221:00,3/26/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2,S,CIS,Kosmos-2237,Tselina-2,70.9,1993-016A,1993-016,S22565,22565,45065-614,GIK-5    LC45/1,AVMP,1993-016A,,102,857,845,11.8927
1993 Mar 30 0309:00,3/30/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-10,Navstar GPS SVN 31,54.2,1993-017A,1993-017,S22581,22581,D219,CC       LC17A,Wire,1993-017A,,762.1,21268,21252,0.9885
1993 Mar 30 1200:00,3/30/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,CIS,Kosmos-2238,US-PM,65,1993-018A,1993-018,S22585,22585,67042-303,GIK-5    LC90/20,AVMP,1993-018A,12/8/1994,87.2,143,127,22.0662
1993 Mar 31 0334:13,3/31/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Progress M-17,Progress 7K-TGM No. 217,51.6,1993-019A,1993-019,S22588,22588,N 15000-069,GIK-5    LC1,NK9807-46,1993-019A,3/3/1994,87.8,178,156,17.0191
1993 May 11 1456:01,5/11/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,S,CIS,Kosmos-2245,Strela-3,82.6,1993-030A,1993-030,S22646,22646,-,GNIIPV   LC32/1,AVMP,1993-030A,,113.9,1416,1397,1.0426
1993 May 12 0056:32,5/12/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 42L,S,SES,Astra 1C,Astra 1C,7.2,1993-031A,1993-031,S22653,22653,V56 L428c,CSG      ELA2,CNES32,1993-031A,,1456.9,36206,36179,14.13
1993 May 13 0007:00,5/13/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-11,Navstar GPS SVN 37,54.5,1993-032A,1993-032,S22657,22657,D220,CC       LC17A,Wire,1993-032A,,718,20405,19960,3.183
1993 May 21 0915:01,5/21/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,CIS,Resurs-F,Resurs-F2 17F42 No. 9,82.6,1993-033A,1993-033,S22663,22663,78012  -830,GNIIPV   LC16/2,NK95-20-29,1993-033A,6/20/1993,89.1,240,218,14.65
1993 May 22 0641:47,5/22/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Progress M-18,Progress 7K-TGM No. 218,51.6,1993-034A,1993-034,S22666,22666,U 15000-063 (Ke,GIK-5    LC1,NK9317-20,1993-034A,7/4/1993,92.3,395,381,N/A
1993 May 26 0323?,5/26/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1,Molniya-1T No. 81,62.9,1993-035A,1993-035,S22671,22671,77044  -660,GNIIPV   LC43/4,RAEX,1993-035A,,256.4,13643,339,7.1433
1993 May 27 0122:00,,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,F,,Gorizont,Gorizont No. 39L,,1993-F01,1993-F01,F01151,1151,364-02,GIK-5    LC81/23,NK9602-24,1965-012BF,,,,,
1993 Nov  2 1210:09,11/2/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2266,Parus,83,1993-070A,1993-070,S22888,22888,53735-608,GNIIPV   LC132/1,AVMP,1993-070A,,104.7,1018,946,2.027
1993 Nov  5 0825:00,11/5/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,CIS,Kosmos-2267,Neman,70.4,1993-071A,1993-071,S22904,22904,76024  -496,GIK-5    LC1,AVMP,1993-071A,12/28/1994,89.6,281,226,21.2171
1993 Nov 18 1354:59,11/18/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Rimsat G1,Gorizont No. 41L,14.2,1993-072A,1993-072,S22907,22907,367-01,GIK-5    LC81/23,NK9602-24,1993-072A,,1437.8,35863,35778,10
1993 Nov 20 0117:00,11/20/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44LP,S,MEX,Solidaridad 1,Solidaridad 1,12.1,1993-073A,1993-073,S22911,22911,V61 L433a,CSG      ELA2,CNES32,1993-073A,,1436.2,35813,35763,12.5031
1993 Nov 28 2340:02,11/28/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas II,S,US,USA 97,DSCS III B-10,,1993-074A,1993-074,S22915,22915,AC-106,CC       LC36A,Wire,1993-074A,,,,,N/A    NEA
1993 Oct  5 1756,,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan II SLV,F,,Landsat 6,Landsat 6,,1993-F04,1993-F04,F01161,1161,23G-5,V        SLC4W,Wire,1965-012BR,,,,,
1993 Oct  8 0800,10/8/1993,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2C,S,PRC,Jian Bing 93,FSW-1 No. 5 (14),56.9,1993-063A,1993-063,S22859,22859,Y11      (31),JQ       LA2B,MTR-4,1993-063A,10/28/1993,87.7,165,151,2.2842
1993 Oct 11 2133:19,10/11/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,CIS,Progress M-20,Progress 7K-TGM No. 220,51.6,1993-064A,1993-064,S22867,22867,77044  -270,GIK-5    LC1,NK9807-46,1993-064A,11/21/1993,92.4,395,388,18.5
1993 Oct 18 1453:10,10/18/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Columbia (STS-58),OV-102,39,1993-065A,1993-065,S22869,22869,STS-58,KSC      LC39B,STSJSC,1993-065A,11/1/1993,89.9,277,259,65.9
1993 Oct 22 0646:00,10/22/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44LP,S,ITSO,INTELSAT 701,INTELSAT 701,2.7,1993-066A,1993-066,S22871,22871,V60 L425a?,CSG      ELA2,CNES32,1993-066A,,1436.1,35804,35770,0.0252
1993 Oct 26 1300:04,10/26/1993,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2265,Taifun-1B,82.7,1993-067A,1993-067,S22875,22875,65065-624,GNIIPV   LC132/1,NK9322-23,1993-067A,8/11/2003,86.9,124,119,2.8936
1993 Oct 26 1704:00,10/26/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925,S,US,GPS IIA-14,Navstar GPS SVN 34,53.9,1993-068A,1993-068,S22877,22877,D223,CC       LC17B,Wire,1993-068A,,718,20474,19891,5.0344
1993 Oct 28 1517:00,10/28/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Gorizont,Gorizont No. 40L,14.3,1993-069A,1993-069,S22880,22880,368-01,GIK-5    LC81/23,NK9602-24,1993-069A,,1445.1,36103,35822,15.8866
1993 Sep  3 1117:02,9/3/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas I,S,US,UHF F/O F2,UFO F2,8.6,1993-056A,1993-056,S22787,22787,AC-75,CC       LC36B,Wire,1993-056A,,1436.1,35807,35766,0.003
1993 Sep  7 1325:00,9/7/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,CIS,Kosmos-2262,Don,64.9,1993-057A,1993-057,S22789,22789,77044  -356,GIK-5    LC31,AVMP,1993-057A,12/28/1993,89,266,188,39.7758
1993 Sep 12 1145:00,9/12/1993,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Discovery (STS-51),OV-103,28.5,1993-058A,1993-058,S22795,22795,STS-51,KSC      LC39B,STSJSC,1993-058A,9/22/1993,90.3,307,266,26
1993 Sep 16 0736:19,9/16/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2,S,CIS,Kosmos-2263,Tselina-2,70.9,1993-059A,1993-059,S22802,22802,67019-218,GIK-5    LC45/1,AVMP,1993-059A,,101.9,866,832,6.949
1993 Sep 17 0043:10,9/17/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,CIS,Kosmos-2264,US-PM,65,1993-060A,1993-060,S22808,22808,67057-901,GIK-5    LC90/20,AVMP,1993-060A,8/7/1995,87.2,150,126,20.0931
1993 Sep 20 0512,,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,F,,IRS-P1,IRS-1E,,1993-F03,1993-F03,F01159,1159,PSLV-D1,SHAR     PSLV,SN930927-28,1965-012BP,,,,,
1993 Sep 26 0145:00,9/26/1993,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 40,S,FR,SPOT 3,SPOT 3,98.8,1993-061A,1993-061,S22823,22823,V59 L431,CSG      ELA2,CNES32,1993-061A,,101.5,841,816,7.6468
1993 Sep 30 1705:59,9/30/1993,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Raduga,Gran' No. 41L,14.3,1993-062A,1993-062,S22836,22836,359-01,GIK-5    LC81/23,NK9810-25,1993-062A,,1435.9,35801,35765,0.31
1994 Apr  9 1105:01,4/9/1994,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,US,Endeavour (STS-59),OV-105,57,1994-020A,1994-020,S23042,23042,STS-59,KSC      LC39A,STSJSC,1994-020A,4/20/1994,88.6,211,202,N/A
1994 Apr 11 0749:22,4/11/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Kosmos-2275,Uragan No. 58L,64,1994-021A,1994-021,S23043,23043,377-01,GIK-5    LC81/23,NK9501-24,1994-021A,,675.7,19159,19101,4.1413
1994 Apr 13 0604:02,4/13/1994,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas I,S,US,GOES 8,GOES I,10.3,1994-022A,1994-022,S23051,23051,AC-73,CC       LC36B,Wire,1994-022A,,1456,36194,36156,19.9526
1994 Apr 23 0801:59,4/23/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2,S,CIS,Kosmos-2278,Tselina-2,71.1,1994-023A,1994-023,S23087,23087,45019-219,GIK-5    LC45/1,AVMP,1994-023A,,101.9,854,840,13.4718
1994 Apr 26 0214:15,4/26/1994,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2279,Parus,83,1994-024A,1994-024,S23092,23092,-,GNIIPV   LC133/3,NK9501-24,1994-024A,,104.6,1004,950,2.339
1994 Apr 28 1714:00,4/28/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,CIS,Kosmos-2280,Neman,70.4,1994-025A,1994-025,S23095,23095,78023  -751,GIK-5    LC31,NK9501-24,1994-025A,3/10/1995,89.7,283,233,16.4485
1994 Aug  2 2000:01,8/2/1994,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-2285,Obzor No. 1,74,1994-045A,1994-045,S23189,23189,-,GNIIPV   LC132/1,NK9501-24,1994-045A,,104.9,1010,973,1.929
1994 Aug  3 1438,8/3/1994,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus,S,US,APEX,APEX,69.9,1994-046A,1994-046,S23191,23191,F7,"NB-52 008,EAFB RW04/22  -> PAWA",Wire,1994-046A,,101.6,1331,336,2.5327
1994 Aug  3 2357:02,8/3/1994,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas IIA,S,US,DirecTV 2,DBS 2,7.1,1994-047A,1994-047,S23192,23192,AC-107,CC       LC36A,Wire,1994-047A,,1460,36285,36220,13.583
1994 Aug  5 0112:21,8/5/1994,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Kosmos-2286,Oko,67.3,1994-048A,1994-048,S23194,23194,-642,GNIIPV   LC16/2,NK9715-48,1994-048A,,718.8,36797,3606,12.4692
1994 Aug 10 2305:24,8/10/1994,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44LP,S,BRAZ,Brasilsat B1,Brasilsat B1,6.9,1994-049A,1994-049,S23199,23199,V66 L438a,CSG      ELA2,CNES32,1994-049A,,1450.9,36098,36052,9.9185
1994 Aug 11 1527:46,8/11/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Kosmos-2287,Uragan No. 67L,66.6,1994-050A,1994-050,S23203,23203,367-02,GIK-5    LC81/23,NK9501-24,1994-050A,,675.7,19154,19106,3.2588
1994 Aug 23 1430:59,8/23/1994,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-3,Molniya-3 No. 60,62.2,1994-051A,1994-051,S23211,23211,77044  -661,GNIIPV   LC43/4,NK9501-24,1994-051A,2/10/2009,94.6,925,74,3.5833
1994 Aug 25 1425:12,8/25/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,CIS,Progress M-24,Progress 7K-TGM No. 224,51.7,1994-052A,1994-052,S23215,23215,N 15000-636,GIK-5    LC1,NK9807-46,1994-052A,10/14/1994,92.5,396,394,14.8498
1994 Aug 26 1200:00,8/26/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2,S,CIS,Kosmos-2290,Orlets-2,64.8,1994-053A,1994-053,S23218,23218,67057-901,GIK-5    LC45/1,AVMP,1994-053A,4/4/1995,91.9,557,181,34.6966
1994 Aug 27 0858:01,8/27/1994,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan 401A/Centaur,S,US,USA 105,MERCURY 14,,1994-054A,1994-054,S23223,23223,K-9/TC-11   (45,CC       LC41,Cleary06,1994-054A,,,,,N/A    NEA
1994 Aug 27 2310,8/27/1994,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 2E,S,AUS,Optus B3,Optus B3,6.1,1994-055A,1994-055,S23227,23227,Y5       (35),XSC      LC2,WSL,1994-055A,,1436.1,35802,35772,25.1785
1994 Aug 28 0750,8/28/1994,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-II,S,JPN,Kiku-6,ETS-6,12.3,1994-056A,1994-056,S23230,23230,H-II-2F,TNSC     Y,AWST940905-47,1994-056A,,861.8,38837,8403,36.9482
1994 Aug 29 1738,8/29/1994,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas E,S,US,DMSP F-12,DMSP Block 5D-2 S-11,98.9,1994-057A,1994-057,S23233,23233,20E,V        SLC3W,Wire,1994-057A,,101.8,850,834,3.192
1994 Dec  1 2257:51,,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 42P,F,,PAS 3,Panamsat K2,,1994-F04,1994-F04,F01171,1171,V70 L442a,CSG      ELA2,CNES32,1965-012CB,,,,,
1994 Dec 14 1421:00,12/14/1994,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1T,Molniya-1T,62.8,1994-081A,1994-081,S23420,23420,77031  -672,GIK-1    LC43/4,NK9501-24,1994-081A,,430.5,24518,498,15.7192
1994 Dec 16 1200:00,12/16/1994,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,CIS,Luch,Al'tair No. 13L,13.6,1994-082A,1994-082,S23426,23426,373-02,GIK-5    LC81/23,NK9501-24,1994-082A,,1437.5,35843,35786,10
