Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,Manufacturer's Payload Name,COSPAR,Launch Designator ,SATCAT ID,SATCAT ID w/o success code or leading zeros,Site,LV S/N,Ref,International Designator,Tag,Data Mismatch Investigation Results
2001 Oct 21 0859:35,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Soyuz TM-33,Soyuz TM No. 207,2001-048A,2001-048,S26955,26955,GIK-5    LC1,F 15000-672,NK0112-03,2001-048A,,
2001 Oct 22 0453:00,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,TES,TES,2001-049A,2001-049,S26957,26957,SHAR     PSLV,PSLV-C3,www.dlr.de,2001-049A,,
2001 Oct 25 1134:13,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-3,Molniya-3 No. 64,2001-050A,2001-050,S26970,26970,GIK-1    LC43/3,77013  -687,NK0112-45,2001-050A,,
2001 Oct 5 2121:01,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 404B,S,USA 161,Enhanced CRYSTAL 2107?,2001-044A,2001-044,S26934,26934,V        SLC4E,4B-34,Wire,2001-044A,,
2001 Oct 6 1645:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Raduga-1,Globus No. 14L,2001-045A,2001-045,S26936,26936,GIK-5    LC81/24,405-01,NK0112-37,2001-045A,,
2001 Sep 14 2334:55,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-SO1,Progress No. 301,2001-041A,2001-041,S26908,26908,GIK-5    LC1,F 15000-677,NK0111-06,2001-041A,,
2001 Sep 21 1849:30,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Taurus 2110,F,OrbView-4,Warfighter-1,2001-U01,2001-U01,F01276,1276,V        576E,T6,Wire,1965-012FJ,,
2001 Sep 25 2321:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44P,S,Atlantic Bird 2,Atlantic Bird 2,2001-042A,2001-042,S26927,26927,CSG      ELA2,V144 L4106,Wire,2001-042A,,
2001 Sep 30 0240:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Athena-1,S,Starshine-OSCAR-43,Starshine 3,2001-043A,2001-043,S26929,26929,KLC      LP1,LM-001,Wire,2001-043A,,
2001 Sep 8 1525:05,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas IIAS,S,USA 160,INTRUDER 1,2001-040A,2001-040,S26905,26905,V        SLC3E,AC-160 MLV-10,Wire,2001-040A,,
2002 Apr 1 2206:45,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-2388,Oko US-KS,2002-017A,2002-017,S27409,27409,GIK-1    LC16/2,78054  -688,NK0206-34,2002-017A,,
2002 Apr 16 2302:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,NSS 7,NSS 7,2002-019A,2002-019,S27414,27414,CSG      ELA2,V150 L4111,Wire,2002-019A,,
2002 Apr 25 0626:35,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Soyuz TM-34,Soyuz TM No. 208,2002-020A,2002-020,S27416,27416,GIK-5    LC1,F 15000-675,www.energia.ru,2002-020A,,
2002 Apr 8 2044:19,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,Atlantis (STS-110),OV-104,2002-018A,2002-018,S27413,27413,KSC      LC39B,STS-110,Wire,2002-018A,Space Shuttle,
2002 Aug 21 2205:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas V 401,S,Hot Bird 6,Eutelsat HB6,2002-038A,2002-038,S27499,27499,CC       SLC41,AV-001,Wire,2002-038A,,
2002 Aug 22 0515:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Echostar VIII,Echostar 8,2002-039A,2002-039,S27501,27501,GIK-5    LC81/23,406-02,NK0210-19,2002-039A,,
2002 Aug 28 2245:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Atlantic Bird 1,Atlantic Bird 1,2002-040A,2002-040,S27508,27508,CSG      ELA3,V155 (513),Wire,2002-040A,,
2002 Dec 11 2222:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,F,Hot Bird 7,Hot Bird 7,2002-F03,2002-F03,F01287,1287,CSG      ELA3,V157 (517),Wire,1965-022D,,
2002 Dec 14 0131:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 202,S,Midori-2,ADEOS-2,2002-056A,2002-056,S27597,27597,TNSC     Y,H-IIA-4F,Wire,2002-056A,,
2002 Dec 17 2304:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,NSS 6,NSS 6,2002-057A,2002-057,S27603,27603,CSG      ELA2,V156 L4115,Wire,2002-057A,,
2002 Dec 20 1700:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,AATiS-OSCAR-49,Rubin-2,2002-058A,2002-058,S27605,27605,GIK-5    LC109/95,510-3451-505,NK0302-34,2002-058A,,
2002 Dec 24 1220:13,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-2393,Oko US-KS,2002-059A,2002-059,S27613,27613,GIK-1    LC16/2,77045  -685,NK0302-38,2002-059A,,
2002 Dec 25 0737:58,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Kosmos-2394,Uragan No. 791,2002-060A,2002-060,S27617,27617,GIK-5    LC81/23,409-02,NK0301-40,2002-060A,,
2002 Dec 29 1640:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 4,Shenzhou 4 Fanhui Cang,2002-061A,2002-061,S27630,27630,JQ       Pad 921,Y4       (69),Wire,2002-061A,,
2002 Dec 29 2316:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Nimiq 2,Nimiq 2,2002-062A,2002-062,S27632,27632,GIK-5    LC81/24,535-02/88504,Wire,2002-062A,,
2002 Dec 5 0242:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas IIA,S,TDRS 10,TDRS J,2002-055A,2002-055,S27566,27566,CC       SLC36A,AC-144,Wire,2002-055A,,
2002 Feb 11 1743:44,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10C,S,Iridium 91,Iridium SV091,2002-005A,2002-005,S27372,27372,V        SLC2W,D290,spaceflightnow.com,2002-005A,,
2002 Feb 21 1243:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas 3B,S,Echostar VII,Echostar 7,2002-006A,2002-006,S27378,27378,CC       SLC36B,AC-204,Wire,2002-006A,,
2002 Feb 23 0659:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,INTELSAT 904,INTELSAT 904,2002-007A,2002-007,S27380,27380,CSG      ELA2,V148 L4109,Wire,2002-007A,,
2002 Feb 25 1726:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,Kosmos-2387,Kobal't No. 555,2002-008A,2002-008,S27382,27382,GIK-1    LC43/3,77082  -842,NK0204-41,2002-008A,,
2002 Feb 4 0245:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,Tsubasa,MDS-1,2002-003A,2002-003,S27367,27367,TNSC     Y,H-IIA-2F,Wire,2002-003A,,
2002 Feb 5 2058:12,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Pegasus XL,S,RHESSI,HESSI,2002-004A,2002-004,S27370,27370,"L-1011,CC RW30/12  -> MFWA",F31,Wire,2002-004A,,
2002 Jan 16 0030:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan 401B/Centaur,S,Milstar 5,Milstar DFS-5,2002-001A,2002-001,S27168,27168,CC       SLC40,4B-38/TC-19,Wire,2002-001A,,
2002 Jan 23 2346:57,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 42L,S,Insat 3C,Insat 3C,2002-002A,2002-002,S27298,27298,CSG      ELA2,V147 L4108,Wire,2002-002A,,
2002 Jul 25 1513:21,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/17S40,S,Kosmos-2392,Arkon 11F664 No. 2?,2002-037A,2002-037,S27470,27470,GIK-5    LC81/24,408-01,www.cosmoworld.ru,2002-037A,,
2002 Jul 3 0647:41,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7425-9.5,S,Contour,Contour,2002-034A,2002-034,S27457,27457,CC       SLC17A,D292,spaceflightnow.com,2002-034A,,
2002 Jul 5 2322:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Stellat 5,Stellat 5,2002-035A,2002-035,S27460,27460,CSG      ELA3,V153 (512),Wire,2002-035A,,
2002 Jul 8 0635:41,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2390,Strela-3 No. 37,2002-036A,2002-036,S27464,27464,GIK-1    LC132/1,47121-704,www.tsenki.com,2002-036A,,
2002 Jun 10 0114:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress A1R,Ekspress-A No. 4,2002-029A,2002-029,S27441,27441,GIK-5    LC200/39,407-01,NK0208-33,2002-029A,,
2002 Jun 15 2239:30,SEAL,Sea Launch Platform (mobile),0.1,-154,Zenit-3SL,S,Galaxy 3C,Galaxy III-C,2002-030A,2002-030,S27445,27445,"ODYSSEY,KLA",SL8/DM-SL-8L,NK0208-36,2002-030A,,
2002 Jun 20 0933:46,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,Iridium 97,Iridium SV097,2002-031A,2002-031,S27450,27450,GIK-1    LC133/3,492-5882-034/72,NK0208-38,2002-031A,,
2002 Jun 24 1823:04,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan II SLV,S,NOAA 17,NOAA M,2002-032A,2002-032,S27453,27453,V        SLC4W,23G-14,spaceflightnow.com,2002-032A,,
2002 Jun 26 0536:30,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-46,Progress M No. 246,2002-033A,2002-033,S27454,27454,GIK-5    LC1,E 15000-679,www.energia.ru,2002-033A,,
2002 Jun 5 0644:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,INTELSAT 905,INTELSAT 905,2002-027A,2002-027,S27438,27438,CSG      ELA2,V152 L4113,Wire,2002-027A,,
2002 Jun 5 2122:49,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,Endeavour (STS-111),OV-105,2002-028A,2002-028,S27440,27440,KSC      LC39A,STS-111,Wire,2002-028A,Space Shuttle,
2002 Mar 1 0107:59,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Envisat,Envisat PPF,2002-009A,2002-009,S27386,27386,CSG      ELA3,V145 (511),Wire,2002-009A,,
2002 Mar 1 1122:02,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,Columbia (STS-109),OV-102,2002-010A,2002-010,S27388,27388,KSC      LC39A,STS-109,Wire,2002-010A,Space Shuttle,
2002 Mar 17 0921:27,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,GRACE 1,GRACE 1,2002-012A,2002-012,S27391,27391,GIK-1    LC133,-           /72,NK0205-40,2002-012A,,
2002 Mar 21 2013:39,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M1-8,Progress M1 No. 257,2002-013A,2002-013,S27395,27395,GIK-5    LC1,F 15000-678,rosaviakosmos.ru,2002-013A,,
2002 Mar 25 1415:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 3,Shenzhou 3 Fanhui Cang,2002-014A,2002-014,S27397,27397,JQ       Pad 921,Y3       (66),Wire,2002-014A,,
2002 Mar 29 0129:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,JCSAT 2A,JCSAT-8,2002-015A,2002-015,S27399,27399,CSG      ELA2,V149 L4110,Wire,2002-015A,,
2002 Mar 30 1725:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,INTELSAT 903,INTELSAT 903,2002-016A,2002-016,S27403,27403,GIK-5    LC81/23,406-01,NK0205-49,2002-016A,,
2002 Mar 8 2259:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas IIA,S,TDRS 9,TDRS I,2002-011A,2002-011,S27389,27389,CC       SLC36A,AC-143,Wire,2002-011A,,
2002 May 15 0150:00,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Hai Yang 1,haiyang yihao A,2002-024A,2002-024,S27430,27430,TYSC     LC7,Y5       (67),Wire,2002-024A,,
2002 May 28 1525:00,YAVNE,"Yavne Launch Facility, Israel",31.5,34.5,Shaviyt 1,S,'Ofeq-5,'Ofeq-5,2002-025A,2002-025,S27434,27434,PALB,5,www.iai.co.il,2002-025A,,
2002 May 28 1814:41,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2389,Parus?,2002-026A,2002-026,S27436,27436,GIK-1    LC132/1,53721-702,NK0207-36,2002-026A,,
2002 May 4 0131:46,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 42P,S,SPOT 5,SPOT 5,2002-021A,2002-021,S27421,27421,CSG      ELA2,V151 L4112,Wire,2002-021A,,
2002 May 4 0954:58,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10L,S,Aqua,EOS PM-1,2002-022A,2002-022,S27424,27424,V        SLC2W,D291,spaceflightnow.com,2002-022A,,
2002 May 7 1700:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,DirecTV-5,DirecTV-5,2002-023A,2002-023,S27426,27426,GIK-5    LC81/24,404-02,NK0207-30,2002-023A,,
2002 Nov 20 2239:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,"Delta 4M+(4,2)",S,Eutelsat W5,Eutelsat W5,2002-051A,2002-051,S27554,27554,CC       SLC37B,D4-1 (293) 4240,Wire,2002-051A,,
2002 Nov 24 0049:47,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,Endeavour (STS-113),OV-105,2002-052A,2002-052,S27556,27556,KSC      LC39A,STS-113,Wire,2002-052A,Space Shuttle,
2002 Nov 25 2304:23,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,F,Astra 1K,Astra 1K,2002-053A,2002-053,S27557,27557,GIK-5    LC81/23,408-02,NK0301-50,2002-053A,,
2002 Nov 28 0607:07,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,AlSat-1,DMC Alsat-1,2002-054A,2002-054,S27559,27559,GIK-1    LC132/1,53779-802,NK0301-54,2002-054A,,
2002 Oct 15 1820:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,F,Foton-M No. 1,Foton 34KS No. 13,2002-F02,2002-F02,F01283,1283,GIK-1    LC43/3,A 15000-066,NK0212-34,1965-012FR,,
2002 Oct 17 0441:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/17S40,S,Integral,Integral,2002-048A,2002-048,S27540,27540,GIK-5    LC200/39,409-01,NK0212-40,2002-048A,,
2002 Oct 27 0317:00,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Zi Yuan 2-2,ziyuan erhao 02 xing,2002-049A,2002-049,S27550,27550,TYSC     LC7,Y6       (68),Wire,2002-049A,,
2002 Oct 30 0311:11,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-1,Soyuz 11F732 No. 211,2002-050A,2002-050,S27552,27552,GIK-5    LC1,E 15000-004,NK0301-07,2002-050A,,
2002 Oct 7 1945:51,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,S,Atlantis (STS-112),OV-104,2002-047A,2002-047,S27537,27537,KSC      LC39B,STS-112,Wire,2002-047A,Space Shuttle,
2002 Sep 10 0820:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,USERS,USERS SEM,2002-042A,2002-042,S27515,27515,TNSC     Y,H-IIA-3F,Wire,2002-042A,,
2002 Sep 12 1023:40,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,KALPANA-1,METSAT-1,2002-043A,2002-043,S27525,27525,SHAR     PSLV,PSLV-C4,CurrSci83-1081,2002-043A,,
2002 Sep 15 1030:00,TAISC,"Taiyuan Space Center, China",37.5,112.6,KT-1,F,Hangtian Tsinghua 1-01,KT-1PS,2002-F01,2002-F01,F01281,1281,TYSC,-,pc,1965-012FP,,
2002 Sep 18 2204:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas IIAS,S,Hispasat 1D,Hispasat 1D,2002-044A,2002-044,S27528,27528,CC       SLC36A,AC-159,Wire,2002-044A,,
2002 Sep 25 1658:24,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Progress M1-9,Progress M1 No. 258,2002-045A,2002-045,S27531,27531,GIK-5    LC1,E 15000-003,www.energia.ru,2002-045A,,
2002 Sep 26 1427:14,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Nadezhda-M,Nadezhda-M 17F118M No. 41,2002-046A,2002-046,S27534,27534,GIK-1    LC132/1,65021-706,NK0211-40,2002-046A,,
2002 Sep 6 0644:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,INTELSAT 906,INTELSAT 906,2002-041A,2002-041,S27513,27513,CSG      ELA2,V154 L4114,Wire,2002-041A,,
2003 Apr 12 0047:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas 3B,S,Asiasat 4,Asiasat 4,2003-014A,2003-014,S27718,27718,CC       SLC36B,AC-205,Wire,2003-014A,,
2003 Apr 2 0153:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1T,Molniya-1T No. 101,2003-011A,2003-011,S27707,27707,GIK-1    LC16/2,78029  -684,NK0306-30,2003-011A,,
2003 Apr 24 0423:17,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2397,Oko-1 No. 7126,2003-015A,2003-015,S27775,27775,GIK-5    LC81/24,410-02,NK0306-40,2003-015A,,
2003 Apr 26 0353:52,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-2,Soyuz 11F732 No. 212,2003-016A,2003-016,S27781,27781,GIK-5    LC1,E 15000-006,NK0306-02,2003-016A,,
2003 Apr 28 1159:57,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Pegasus XL,S,GALEX,GALEX,2003-017A,2003-017,S27783,27783,"L-1011,CC RW30/12  -> MFWA",F33,Wire,2003-017A,,
2003 Apr 8 1343:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan 401B/Centaur,S,Milstar 6,Milstar DFS-6,2003-012A,2003-012,S27711,27711,CC       SLC40,4B-35/TC-23,Wire,2003-012A,,
2003 Apr 9 2252:19,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Insat 3A,Insat 3A,2003-013A,2003-013,S27714,27714,CSG      ELA3,V160 (514),Wire,2003-013A,,
2003 Aug 12 1420:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Kosmos-2399,Don,2003-035A,2003-035,S27856,27856,GIK-5    LC31,77082  -575,NK0310-24,2003-035A,,
2003 Aug 13 0209:33,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,SCISAT-1,SCISAT-1,2003-036A,2003-036,S27858,27858,"L-1011,V RW30/12  -> PAWA",F35,KSC-PR-69-03,2003-036A,,
2003 Aug 19 1050:45,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2400,Strela-3 No. 52,2003-037A,2003-037,S27868,27868,GIK-1    LC132/1,804,NK0310-29,2003-037A,,
2003 Aug 25 0535:39,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7920H,S,Spitzer Space Telescope,SIRTF,2003-038A,2003-038,S27871,27871,CC       SLC17B,D300,spaceflightnow.com,2003-038A,,
2003 Aug 29 0147:59,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-48,Progress M No. 248,2003-039A,2003-039,S27873,27873,GIK-5    LC1,D 15000-682,NK0310-08,2003-039A,,
2003 Aug 29 2313:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 4M,S,DSCS III B-6,DSCS III B-6,2003-040A,2003-040,S27875,27875,CC       SLC37B,D4-3 (301) 4040,Wire,2003-040A,,
2003 Aug 8 0330:55,SEAL,Sea Launch Platform (mobile),0.1,-154,Zenit-3SL,S,Echostar IX,Echostar IX,2003-034A,2003-034,S27854,27854,"ODYSSEY,KLA",SL10/DM-SL-10L,NK0310-22,2003-034A,,
2003 Dec 10 1742:12,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/Briz-M,S,Kosmos-2402,Uragan 794,2003-056A,2003-056,S28112,28112,GIK-5    LC81/24,410-03/88506,NK0402-17,2003-056A,,
2003 Dec 18 0230:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas 3B,S,UHF F/O F11,UHF F/O F11,2003-057A,2003-057,S28117,28117,CC       SLC36B,AC-203,Wire,2003-057A,,
2003 Dec 2 1004:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas IIAS,S,USA 173,INTRUDER 3,2003-054A,2003-054,S28095,28095,V        SLC3E,AC-164,Wire,2003-054A,,
2003 Dec 21 0805:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-10,Navstar GPS SVN 47,2003-058A,2003-058,S28129,28129,CC       SLC17A,D302,spaceflightnow.com,2003-058A,,
2003 Dec 27 2130:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Amos 2,Amos-2,2003-059A,2003-059,S28132,28132,GIK-5    LC31,D 15000-008 084,NK0402-23,2003-059A,,
2003 Dec 28 2300:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress AM-22,Sesat-2,2003-060A,2003-060,S28134,28134,GIK-5    LC200/39,410-04,NK0402-26,2003-060A,,
2003 Dec 29 1906:18,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 2C,S,Tan Ce 1,Double Star DSP-E,2003-061A,2003-061,S28140,28140,XSC      LC,Y1       (75),Wire,2003-061A,,
2003 Dec 5 0600:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Strela,S,Gruzomaket,Kondor-E GVM?,2003-055A,2003-055,S28098,28098,GIK-5    LC175/59,511-7822-123,NK0402-13,2003-055A,,
2003 Feb 15 0700:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,INTELSAT 907,INTELSAT 907,2003-007A,2003-007,S27683,27683,CSG      ELA2,V159 L4116,Wire,2003-007A,,
2003 Feb 2 1259:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-47,Progress M No. 247,2003-006A,2003-006,S27681,27681,GIK-5    LC1,E 15000-680,www.energia.ru,2003-006A,,
2003 Jan 13 0045:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7320-10,S,Icesat,Icesat,2003-002A,2003-002,S27642,27642,V        SLC2W,D294,spaceflightnow.com,2003-002A,,
2003 Jan 16 1539:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Space Shuttle,F,Columbia (STS-107),OV-102,2003-003A,2003-003,S27647,27647,KSC      LC39A,STS-107,Wire,2003-003A,Space Shuttle,
2003 Jan 25 2013:35,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Pegasus XL,S,SORCE,SORCE,2003-004A,2003-004,S27651,27651,"L-1011,CC RW30/12  -> MFWA",F32,Wire,2003-004A,,
2003 Jan 29 1806:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-8,Navstar GPS SVN 56,2003-005A,2003-005,S27663,27663,CC       SLC17B,D295,spaceflightnow.com,2003-005A,,
2003 Jan 6 1419:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan II SLV,S,Coriolis,P98-2 Coriolis,2003-001A,2003-001,S27640,27640,V        SLC4W,23G-4,orbireport.com,2003-001A,,
2003 Jul 17 2345:01,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas V 521,S,Rainbow 1,Rainbow 1,2003-033A,2003-033,S27852,27852,CC       SLC41,AV-003,Wire,2003-033A,,
2003 Jul 8 0318:15,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925H,S,Opportunity Rover,Mars Exploration Rover 1,2003-032A,2003-032,S27849,27849,CC       SLC17B,D299,spaceflightnow.com,2003-032A,Mars,
2003 Jun 10 1355:59,SEAL,Sea Launch Platform (mobile),0.1,-154,Zenit-3SL,S,Thuraya 2,Thuraya 2,2003-026A,2003-026,S27825,27825,"ODYSSEY,KLA",SL16/DM-SL-18L,www.sea-launch.com,2003-026A,,
2003 Jun 10 1758:47,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 7925-9.5,S,Spirit Rover,Mars Exploration Rover 2,2003-027A,2003-027,S27827,27827,CC       SLC17A,D298,spaceflightnow.com,2003-027A,Mars,
2003 Jun 11 2238:15,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,BSAT-2c,BSAT-2c,2003-028A,2003-028,S27830,27830,CSG      ELA3,V161 (515),Wire,2003-028A,,
2003 Jun 19 2000:35,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-3,Molniya-3 No. 65?,2003-029A,2003-029,S27834,27834,GIK-1    LC16/2,77082  -689,NK0308-37,2003-029A,,
2003 Jun 2 1745:26,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Mars Express,Mars Express,2003-022A,2003-022,S27816,27816,GIK-5    LC31,E 15000-005/ST1,Wire,2003-022A,Mars,
2003 Jun 26 1853:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,Orbview-3,Orbview-3,2003-030A,2003-030,S27838,27838,"L-1011,V RW30/12  -> PAWA",F34,Wire,2003-030A,,
